"h1","h2","team","competition","n_matches","wins","percentage_wins"
"Shadow Demon","Luna","Natus Vincere","Boston",1,0,0
"Shadow Demon","Luna","OG Dota2","Boston",3,3,100
"Shadow Demon","Luna","Prodota Gaming","Boston",1,1,100
"Shadow Demon","Luna","Team AD FINEM","Boston",2,2,100
"Shadow Demon","Luna","Team Empire","Kiev",1,0,0
"Shadow Demon","Luna","Team NP","Boston",3,1,33
"Shadow Demon","Luna","Team Secret","Boston",2,1,50
"Shadow Demon","Luna","The Mongolz","Boston",1,0,0
"Shadow Demon","Luna","Trust","Boston",1,0,0
"Shadow Demon","Luna","Vega Squadron","Boston",3,2,67
"Shadow Demon","Luna","Virtus.pro","Boston",2,2,100
"Shadow Demon","Magnus","compLexity Gaming","Boston",1,1,100
"Shadow Demon","Medusa","Infamous、","Boston",1,1,100
"Shadow Demon","Mirana","compLexity Gaming","Boston",1,1,100
"Shadow Demon","Mirana","Evil Geniuses","Boston",3,2,67
"Shadow Demon","Mirana","Fire Dragoon","Kiev",1,0,0
"Shadow Demon","Mirana","KINGAO + 4","Boston",1,0,0
"Shadow Demon","Mirana","OG Dota2","Boston",2,1,50
"Shadow Demon","Mirana","Team AD FINEM","Boston",2,2,100
"Shadow Demon","Mirana","Team Secret","Boston",1,1,100
"Shadow Demon","Mirana","Team. Spirit","Kiev",1,1,100
"Shadow Demon","Mirana","The Mongolz","Boston",1,0,0
"Shadow Demon","Mirana","Virtus.pro","Boston",2,2,100
"Shadow Demon","Mirana","WarriorsGaming.Unity","Boston",1,1,100
"Shadow Demon","Morphling","KINGAO + 4","Boston",1,0,0
"Shadow Demon","Naga Siren","Team VG.J","Boston",1,0,0
"Shadow Demon","Naga Siren","Trust","Boston",1,1,100
"Shadow Demon","Nyx Assassin","Alliance","Boston",1,1,100
"Shadow Demon","Nyx Assassin","Evil Geniuses","Boston",1,0,0
"Shadow Demon","Nyx Assassin","OG Dota2","Boston",1,0,0
"Shadow Demon","Nyx Assassin","Team AD FINEM","Boston",1,1,100
"Shadow Demon","Nyx Assassin","team_ftd_a","Boston",1,0,0
"Shadow Demon","Nyx Assassin","Vega Squadron","Boston",1,1,100
"Shadow Demon","Nyx Assassin","Vega Squadron","Kiev",1,0,0
"Shadow Demon","Nyx Assassin","WarriorsGaming.Unity","Boston",2,2,100
"Shadow Demon","Ogre Magi","CDEC Gaming","Boston",1,0,0
"Shadow Demon","Ogre Magi","Virtus.pro","Boston",1,1,100
"Shadow Demon","Omniknight","Elements Pro Gaming","Boston",2,1,50
"Shadow Demon","Omniknight","Fantastic Five","Boston",1,0,0
"Shadow Demon","Omniknight","Infamous、","Boston",1,0,0
"Shadow Demon","Omniknight","Trust","Boston",1,1,100
"Shadow Demon","Omniknight","WarriorsGaming.Unity","Boston",1,1,100
"Shadow Demon","Phantom Assassin","Fantastic Five","Boston",1,1,100
"Shadow Demon","Puck","Infamous、","Boston",1,0,0
"Shadow Demon","Puck","Team AD FINEM","Boston",2,0,0
"Shadow Demon","Puck","Vega Squadron","Boston",2,1,50
"Shadow Demon","Pudge","Team NP","Boston",1,0,0
"Shadow Demon","Razor","Trust","Boston",1,0,0
"Shadow Demon","Riki","EHOME","Boston",1,0,0
"Shadow Demon","Rubick","LUCCINI GAMING..","Kiev",1,0,0
"Shadow Demon","Sand King","EHOME","Boston",1,0,0
"Shadow Demon","Sand King","Elements Pro Gaming","Boston",2,1,50
"Shadow Demon","Sand King","Infamous、","Boston",1,0,0
"Shadow Demon","Sand King","Natus Vincere","Boston",1,0,0
"Shadow Demon","Sand King","Prodota Gaming","Boston",1,1,100
"Shadow Demon","Sand King","Team AD FINEM","Boston",1,1,100
"Shadow Demon","Sand King","The Mongolz","Boston",1,0,0
"Shadow Demon","Sand King","Trust","Boston",3,1,33
"Shadow Demon","Shadow Fiend","Alliance","Boston",1,0,0
"Shadow Demon","Slardar","Alliance","Boston",1,0,0
"Shadow Demon","Slardar","Evil Geniuses","Boston",1,1,100
"Shadow Demon","Slardar","Fnatic","Boston",1,0,0
"Shadow Demon","Slardar","KINGAO + 4","Boston",1,0,0
"Shadow Demon","Slardar","OG Dota2","Boston",2,2,100
"Shadow Demon","Slardar","Team NP","Boston",2,1,50
"Shadow Demon","Slardar","Team Secret","Boston",1,0,0
"Shadow Demon","Slardar","Virtus.pro","Boston",2,2,100
"Shadow Demon","Slark","Elements Pro Gaming","Boston",1,0,0
"Shadow Demon","Storm Spirit","","Kiev",1,0,0
"Shadow Demon","Storm Spirit","Infamous、","Boston",1,0,0
"Shadow Demon","Storm Spirit","Virtus.pro","Boston",1,1,100
"Shadow Demon","Storm Spirit","WarriorsGaming.Unity","Boston",1,1,100
"Shadow Demon","Sven","Team NP","Boston",1,0,0
"Shadow Demon","Sven","Virtus.pro","Boston",1,1,100
"Shadow Demon","Templar Assassin","LUCCINI GAMING..","Kiev",1,0,0
"Shadow Demon","Templar Assassin","Rex Regum QEON","Boston",1,0,0
"Shadow Demon","Terrorblade","Fnatic","Boston",1,0,0
"Shadow Demon","Terrorblade","Team Empire","Kiev",1,1,100
"Shadow Demon","Tidehunter","Elements Pro Gaming","Boston",1,0,0
"Shadow Demon","Tidehunter","Fantastic Five","Boston",1,1,100
"Shadow Demon","Tidehunter","Team Secret","Boston",1,1,100
"Shadow Demon","Timbersaw","Evil Geniuses","Boston",1,1,100
"Shadow Demon","Timbersaw","Fnatic","Boston",1,0,0
"Shadow Demon","Timbersaw","OG Dota2","Boston",1,1,100
"Shadow Demon","Timbersaw","WarriorsGaming.Unity","Boston",1,1,100
"Shadow Demon","Tinker","Infamous、","Boston",1,1,100
"Shadow Demon","Tinker","WarriorsGaming.Unity","Boston",1,1,100
"Shadow Demon","Tiny","Team Secret","Boston",1,0,0
"Shadow Demon","Tiny","Virtus.pro","Boston",1,1,100
"Shadow Demon","Treant Protector","Evil Geniuses","Boston",1,1,100
"Shadow Demon","Troll Warlord","Team Empire","Kiev",1,1,100
"Shadow Demon","Ursa","team_ftd_a","Boston",1,0,0
"Shadow Demon","Ursa","Team. Spirit","Kiev",1,1,100
"Shadow Demon","Weaver","Team AD FINEM","Boston",2,1,50
"Shadow Demon","Weaver","Virtus.pro","Boston",2,2,100
"Shadow Demon","Windranger","Infamous、","Boston",1,1,100
"Shadow Demon","Witch Doctor","Alliance","Boston",1,1,100
"Shadow Fiend","Abaddon","","Kiev",1,1,100
"Shadow Fiend","Abaddon","OG Dota2","Kiev",1,0,0
"Shadow Fiend","Abaddon","Team Secret","Kiev",2,1,50
"Shadow Fiend","Alchemist","Team Empire","Kiev",1,1,100
"Shadow Fiend","Axe","Alliance","Boston",1,0,0
"Shadow Fiend","Axe","Danish Bears","Kiev",1,0,0
"Shadow Fiend","Axe","Infamous、","Kiev",1,1,100
"Shadow Fiend","Axe","Invictus Gaming","Kiev",1,0,0
"Shadow Fiend","Axe","LGD-GAMING","Kiev",1,0,0
"Shadow Fiend","Axe","WarriorsGaming.Unity","Kiev",1,1,100
"Shadow Fiend","Axe","Young Elite","Kiev",1,0,0
"Shadow Fiend","Batrider","Natus Vincere","Kiev",1,1,100
"Shadow Fiend","Batrider","Vici Gaming","Kiev",1,1,100
"Shadow Fiend","Beastmaster","","Boston",1,0,0
"Shadow Fiend","Beastmaster","Effect","Kiev",1,0,0
"Shadow Fiend","Beastmaster","Natus Vincere","Kiev",1,1,100
"Shadow Fiend","Beastmaster","Team NP","Boston",1,1,100
"Shadow Fiend","Beastmaster","WarriorsGaming.Unity","Boston",1,0,0
"Shadow Fiend","Bounty Hunter","Invictus Gaming","Kiev",1,1,100
"Shadow Fiend","Brewmaster","compLexity Gaming","Kiev",1,0,0
"Shadow Fiend","Centaur Warrunner","Effect","Kiev",1,0,0
"Shadow Fiend","Centaur Warrunner","iG.Vitality","Kiev",1,1,100
"Shadow Fiend","Centaur Warrunner","Invictus Gaming","Kiev",3,3,100
"Shadow Fiend","Centaur Warrunner","Midas Club Elite","Kiev",2,2,100
"Shadow Fiend","Centaur Warrunner","Mineski","Kiev",1,1,100
"Shadow Fiend","Centaur Warrunner","Ninjas in Pyjamas","Kiev",1,0,0
"Shadow Fiend","Centaur Warrunner","TNC Pro Team","Kiev",1,0,0
"Shadow Fiend","Centaur Warrunner","Vici Gaming Potential","Kiev",1,0,0
"Shadow Fiend","Centaur Warrunner","Vultur","Kiev",1,0,0
"Shadow Fiend","Chaos Knight","Team Secret","Kiev",1,1,100
"Shadow Fiend","Chen","compLexity Gaming","Kiev",1,1,100
"Shadow Fiend","Chen","Natus Vincere","Kiev",1,1,100
"Shadow Fiend","Clinkz","Vultur","Kiev",1,0,0
"Shadow Fiend","Clockwerk","Alliance","Kiev",1,0,0
"Shadow Fiend","Clockwerk","Effect","Kiev",1,1,100
"Shadow Fiend","Clockwerk","KINGAO + 4","Boston",1,0,0
"Shadow Fiend","Clockwerk","Not Today !","Kiev",1,1,100
"Shadow Fiend","Clockwerk","OG Dota2","Kiev",1,0,0
"Shadow Fiend","Clockwerk","SG e-sports","Kiev",1,1,100
"Shadow Fiend","Clockwerk","TEAM MAX","Kiev",1,0,0
"Shadow Fiend","Clockwerk","Virtus.pro","Boston",2,1,50
"Shadow Fiend","Clockwerk","Virtus.pro","Kiev",1,0,0
"Shadow Fiend","Clockwerk","Vultur","Kiev",1,0,0
"Shadow Fiend","Crystal Maiden","Mineski","Kiev",2,1,50
"Shadow Fiend","Crystal Maiden","Team NP","Boston",1,1,100
"Shadow Fiend","Dark Seer","Double Dimension","Kiev",1,0,0
"Shadow Fiend","Dark Seer","Virtus.pro","Kiev",1,1,100
"Shadow Fiend","Dazzle","Alliance","Boston",1,0,0
"Shadow Fiend","Dazzle","compLexity Gaming","Kiev",1,0,0
"Shadow Fiend","Dazzle","Midas Club Elite","Kiev",1,1,100
"Shadow Fiend","Disruptor","Danish Bears","Kiev",1,0,0
"Shadow Fiend","Disruptor","WarriorsGaming.Unity","Kiev",2,1,50
"Shadow Fiend","Doom","iG.Vitality","Kiev",1,0,0
"Shadow Fiend","Doom","LGD-GAMING","Kiev",1,0,0
"Shadow Fiend","Earth Spirit","Danish Bears","Kiev",1,0,0
"Shadow Fiend","Earth Spirit","Double Dimension","Kiev",1,0,0
"Shadow Fiend","Earth Spirit","Faceless","Kiev",1,1,100
"Shadow Fiend","Earth Spirit","Invictus Gaming","Kiev",1,0,0
"Shadow Fiend","Earth Spirit","Mineski","Kiev",1,0,0
"Shadow Fiend","Earth Spirit","SG e-sports","Kiev",1,0,0
"Shadow Fiend","Earth Spirit","Vega Squadron","Kiev",2,2,100
"Shadow Fiend","Elder Titan","Team NP","Boston",1,1,100
"Shadow Fiend","Ember Spirit","compLexity Gaming","Kiev",1,1,100
"Shadow Fiend","Ember Spirit","Execration","Kiev",1,0,0
"Shadow Fiend","Enigma","Midas Club Elite","Kiev",1,1,100
"Shadow Fiend","Enigma","Natus Vincere","Kiev",1,1,100
"Shadow Fiend","Io","Alliance","Kiev",1,0,0
"Shadow Fiend","Io","compLexity Gaming","Kiev",1,1,100
"Shadow Fiend","Io","LGD-GAMING","Boston",2,1,50
"Shadow Fiend","Io","TNC Pro Team","Kiev",1,0,0
"Shadow Fiend","Io","Vici Gaming","Kiev",1,1,100
"Shadow Fiend","Io","Virtus.pro","Boston",1,1,100
"Shadow Fiend","Jakiro","Team. Spirit","Kiev",1,1,100
"Shadow Fiend","Juggernaut","Invictus Gaming","Kiev",1,1,100
"Shadow Fiend","Juggernaut","Newbee","Kiev",1,1,100
"Shadow Fiend","Juggernaut","TNC Pro Team","Kiev",1,0,0
"Shadow Fiend","Juggernaut","Vultur","Kiev",1,0,0
"Shadow Fiend","Keeper of the Light","Fire Dragoon","Boston",1,1,100
"Shadow Fiend","Keeper of the Light","Newbee","Kiev",1,1,100
"Shadow Fiend","Keeper of the Light","Vega Squadron","Kiev",1,0,0
"Shadow Fiend","Kunkka","OG Dota2","Kiev",1,0,0
"Shadow Fiend","Kunkka","Vici Gaming Potential","Kiev",1,0,0
"Shadow Fiend","Legion Commander","Comanche","Kiev",1,0,0
"Shadow Fiend","Leshrac","Midas Club Elite","Kiev",2,2,100
"Shadow Fiend","Leshrac","Natus Vincere","Kiev",2,1,50
"Shadow Fiend","Lifestealer","Invictus Gaming","Kiev",1,1,100
"Shadow Fiend","Lifestealer","KINGAO + 4","Boston",1,0,0
"Shadow Fiend","Lifestealer","LGD-GAMING","Boston",1,0,0
"Shadow Fiend","Lifestealer","LGD-GAMING","Kiev",1,0,0
"Shadow Fiend","Lifestealer","Mineski","Kiev",1,1,100
"Shadow Fiend","Lifestealer","WarriorsGaming.Unity","Boston",1,0,0
"Shadow Fiend","Lion","WarriorsGaming.Unity","Boston",1,0,0
"Shadow Fiend","Lone Druid","Invictus Gaming","Kiev",2,1,50
"Shadow Fiend","Lone Druid","SG e-sports","Kiev",1,1,100
"Shadow Fiend","Lone Druid","TEAM MAX","Kiev",1,0,0
"Shadow Fiend","Lone Druid","Vega Squadron","Kiev",1,1,100
"Shadow Fiend","Lone Druid","Vici Gaming","Kiev",1,1,100
"Shadow Fiend","Luna","LGD-GAMING","Boston",1,1,100
"Shadow Fiend","Lycan","C","Kiev",1,0,0
"Shadow Fiend","Lycan","SG e-sports","Kiev",1,1,100
"Shadow Fiend","Magnus","Execration","Kiev",1,0,0
"Shadow Fiend","Magnus","Invictus Gaming","Kiev",1,1,100
"Shadow Fiend","Magnus","WarriorsGaming.Unity","Kiev",1,0,0
"Shadow Fiend","Mirana","Mineski","Kiev",2,1,50
"Shadow Fiend","Monkey King","Digital Chaos","Kiev",2,1,50
"Shadow Fiend","Monkey King","iG.Vitality","Kiev",1,0,0
"Shadow Fiend","Monkey King","Virtus.pro","Kiev",1,0,0
"Shadow Fiend","Morphling","SG e-sports","Kiev",1,0,0
"Shadow Fiend","Night Stalker","Natus Vincere","Kiev",1,0,0
"Shadow Fiend","Night Stalker","Prodota Gaming","Kiev",1,0,0
"Shadow Fiend","Nyx Assassin","Mineski","Kiev",4,2,50
"Shadow Fiend","Nyx Assassin","Newbee","Kiev",1,1,100
"Shadow Fiend","Ogre Magi","Clutch Gamers","Kiev",1,0,0
"Shadow Fiend","Ogre Magi","Danish Bears","Boston",1,1,100
"Shadow Fiend","Ogre Magi","Mineski","Kiev",4,4,100
"Shadow Fiend","Ogre Magi","Natus Vincere","Kiev",2,1,50
"Shadow Fiend","Omniknight","Mineski","Kiev",1,1,100
"Shadow Fiend","Omniknight","Newbee","Kiev",1,1,100
"Shadow Fiend","Omniknight","Vultur","Kiev",1,0,0
"Shadow Fiend","Oracle","Team Empire","Kiev",1,1,100
"Shadow Fiend","Phantom Assassin","Team VGJ","Kiev",1,1,100
"Shadow Fiend","Phoenix","TEAM MAX","Kiev",1,0,0
"Shadow Fiend","Pudge","","Kiev",1,1,100
"Shadow Fiend","Pudge","Young Elite","Kiev",1,0,0
"Shadow Fiend","Razor","Danish Bears","Boston",1,1,100
"Shadow Fiend","Razor","Friends","Kiev",1,0,0
"Shadow Fiend","Riki","Digital Chaos","Kiev",1,1,100
"Shadow Fiend","Riki","Invictus Gaming","Kiev",1,1,100
"Shadow Fiend","Rubick","CAVALRY","Kiev",1,0,0
"Shadow Fiend","Rubick","Danish Bears","Boston",1,1,100
"Shadow Fiend","Rubick","iG.Vitality","Kiev",1,0,0
"Shadow Fiend","Rubick","Infamous、","Kiev",1,1,100
"Shadow Fiend","Rubick","Mineski","Kiev",1,1,100
"Shadow Fiend","Rubick","TEAM MAX","Kiev",1,0,0
"Shadow Fiend","Rubick","TNC Pro Team","Kiev",1,0,0
"Shadow Fiend","Rubick","Vultur","Kiev",2,0,0
"Shadow Fiend","Sand King","CAVALRY","Kiev",1,0,0
"Shadow Fiend","Sand King","FireDota","Kiev",1,0,0
"Shadow Fiend","Sand King","Mineski","Kiev",1,0,0
"Shadow Fiend","Sand King","Prodota Gaming","Kiev",1,0,0
"Shadow Fiend","Sand King","Virtus.pro","Boston",2,1,50
"Shadow Fiend","Shadow Demon","Midas Club Elite","Kiev",1,1,100
"Shadow Fiend","Silencer","compLexity Gaming","Kiev",1,1,100
"Shadow Fiend","Silencer","LUCCINI GAMING..","Kiev",1,0,0
"Shadow Fiend","Silencer","Mineski","Kiev",1,1,100
"Shadow Fiend","Silencer","Young Elite","Kiev",1,0,0
"Shadow Fiend","Slardar","","Boston",1,0,0
"Shadow Fiend","Slardar","Alliance","Boston",1,0,0
"Shadow Fiend","Slardar","compLexity Gaming","Kiev",1,1,100
"Shadow Fiend","Slardar","Friends","Kiev",1,0,0
"Shadow Fiend","Slardar","Natus Vincere","Kiev",2,2,100
"Shadow Fiend","Slardar","Newbee","Kiev",1,1,100
"Shadow Fiend","Slardar","Prodota Gaming","Kiev",1,0,0
"Shadow Fiend","Slardar","Virtus.pro","Boston",1,1,100
"Shadow Fiend","Slardar","Virtus.pro","Kiev",1,1,100
"Shadow Fiend","Slark","CAVALRY","Kiev",1,0,0
"Shadow Fiend","Slark","Vega Squadron","Kiev",1,0,0
"Shadow Fiend","Spirit Breaker","compLexity Gaming","Kiev",1,1,100
"Shadow Fiend","Timbersaw","B)ears","Kiev",1,0,0
"Shadow Fiend","Timbersaw","Comanche","Kiev",1,1,100
"Shadow Fiend","Timbersaw","compLexity Gaming","Kiev",1,1,100
"Shadow Fiend","Timbersaw","Faceless","Kiev",1,1,100
"Shadow Fiend","Timbersaw","LGD-GAMING","Kiev",1,0,0
"Shadow Fiend","Timbersaw","LUCCINI GAMING..","Kiev",1,0,0
"Shadow Fiend","Tiny","Alliance","Kiev",1,0,0
"Shadow Fiend","Treant Protector","iG.Vitality","Kiev",1,1,100
"Shadow Fiend","Treant Protector","Team VGJ","Kiev",1,1,100
"Shadow Fiend","Troll Warlord","Not Today !","Kiev",1,1,100
"Shadow Fiend","Troll Warlord","Vici Gaming Potential","Kiev",1,0,0
"Shadow Fiend","Underlord","compLexity Gaming","Kiev",1,1,100
"Shadow Fiend","Undying","Infamous、","Kiev",1,1,100
"Shadow Fiend","Ursa","compLexity Gaming","Kiev",1,0,0
"Shadow Fiend","Ursa","Midas Club Elite","Kiev",1,1,100
"Shadow Fiend","Ursa","Mineski","Kiev",3,2,67
"Shadow Fiend","Ursa","Team NP","Boston",1,1,100
"Shadow Fiend","Ursa","Team. Spirit","Kiev",1,1,100
"Shadow Fiend","Ursa","Young Elite","Kiev",1,0,0
"Shadow Fiend","Vengeful Spirit","","Boston",1,0,0
"Shadow Fiend","Vengeful Spirit","Digital Chaos","Kiev",2,1,50
"Shadow Fiend","Vengeful Spirit","Invictus Gaming","Kiev",2,2,100
"Shadow Fiend","Vengeful Spirit","Mineski","Kiev",1,0,0
"Shadow Fiend","Vengeful Spirit","Natus Vincere","Kiev",1,1,100
"Shadow Fiend","Vengeful Spirit","Team Secret","Kiev",1,0,0
"Shadow Fiend","Vengeful Spirit","Team VGJ","Kiev",1,1,100
"Shadow Fiend","Vengeful Spirit","Vega Squadron","Kiev",1,0,0
"Shadow Fiend","Venomancer","compLexity Gaming","Kiev",1,1,100
"Shadow Fiend","Warlock","Digital Chaos","Kiev",2,2,100
"Shadow Fiend","Warlock","iG.Vitality","Kiev",1,1,100
"Shadow Fiend","Warlock","Invictus Gaming","Kiev",1,1,100
"Shadow Fiend","Warlock","Midas Club Elite","Kiev",1,1,100
"Shadow Fiend","Warlock","Mineski","Kiev",1,1,100
"Shadow Fiend","Warlock","Not Today !","Kiev",1,1,100
"Shadow Fiend","Weaver","Digital Chaos","Kiev",1,1,100
"Shadow Fiend","Weaver","Newbee","Kiev",1,1,100
"Shadow Fiend","Weaver","Vultur","Kiev",1,0,0
"Shadow Fiend","Witch Doctor","Digital Chaos","Kiev",1,0,0
"Shadow Fiend","Witch Doctor","Friends","Kiev",1,0,0
"Shadow Fiend","Witch Doctor","LGD.Forever Young","Boston",1,0,0
"Shadow Fiend","Wraith King","Vega Squadron","Kiev",2,1,50
"Shadow Fiend","Zeus","team_ftd_a","Boston",1,0,0
"Shadow Shaman","Abaddon","Team Secret","Kiev",1,1,100
"Shadow Shaman","Alchemist","OG Dota2","Kiev",1,0,0
"Shadow Shaman","Anti-Mage","Evil Geniuses","Kiev",1,0,0
"Shadow Shaman","Arc Warden","OG Dota2","Kiev",1,0,0
"Shadow Shaman","Batrider","OG Dota2","Kiev",2,0,0
"Shadow Shaman","Enigma","OG Dota2","Kiev",2,1,50
"Shadow Shaman","Faceless Void","Evil Geniuses","Kiev",1,0,0
"Shadow Shaman","Faceless Void","OG Dota2","Kiev",1,0,0
"Shadow Shaman","Lifestealer","Evil Geniuses","Kiev",1,0,0
"Shadow Shaman","Lycan","Team Secret","Kiev",1,1,100
"Shadow Shaman","Magnus","Evil Geniuses","Kiev",1,0,0
"Shadow Shaman","Monkey King","OG Dota2","Kiev",2,1,50
"Shadow Shaman","Omniknight","Evil Geniuses","Kiev",1,0,0
"Shadow Shaman","Outworld Devourer","OG Dota2","Kiev",1,0,0
"Shadow Shaman","Slardar","Infamous、","Boston",1,0,0
"Shadow Shaman","Spectre","OG Dota2","Kiev",1,1,100
"Shadow Shaman","Templar Assassin","Team Secret","Kiev",1,1,100
"Shadow Shaman","Timbersaw","OG Dota2","Kiev",1,1,100
"Shadow Shaman","Treant Protector","Evil Geniuses","Kiev",2,0,0
"Shadow Shaman","Troll Warlord","Evil Geniuses","Kiev",1,0,0
"Shadow Shaman","Witch Doctor","the wings gaming","Boston",1,0,0
"Silencer","Alchemist","Rex Regum QEON","Kiev",1,0,0
"Silencer","Alchemist","TNC Pro Team","Boston",2,0,0
"Silencer","Anti-Mage","Invictus Gaming","Kiev",1,1,100
"Silencer","Arc Warden","OG Dota2","Kiev",1,0,0
"Silencer","Axe","","Boston",1,0,0
"Silencer","Axe","CDEC Gaming","Kiev",1,0,0
"Silencer","Axe","LGD-GAMING","Boston",1,1,100
"Silencer","Axe","team_ftd_a","Boston",1,0,0
"Silencer","Axe","TNC Pro Team","Boston",1,0,0
"Silencer","Batrider","","Boston",1,0,0
"Silencer","Batrider","EHOME.X","Boston",1,0,0
"Silencer","Batrider","Natus Vincere","Boston",1,0,0
"Silencer","Batrider","Newbee","Boston",1,1,100
"Silencer","Bounty Hunter","TNC Pro Team","Boston",1,1,100
"Silencer","Centaur Warrunner","CDEC Gaming","Kiev",1,0,0
"Silencer","Centaur Warrunner","Execration","Kiev",1,1,100
"Silencer","Centaur Warrunner","FireDota","Kiev",1,0,0
"Silencer","Centaur Warrunner","Ninjas in Pyjamas","Kiev",1,0,0
"Silencer","Centaur Warrunner","SG e-sports","Kiev",1,0,0
"Silencer","Centaur Warrunner","Virtus.pro","Kiev",1,1,100
"Silencer","Centaur Warrunner","Wheel Whreck While Whistling","Kiev",1,0,0
"Silencer","Chen","iG.Vitality","Boston",1,1,100
"Silencer","Clockwerk","Alliance","Kiev",2,1,50
"Silencer","Clockwerk","Effect","Kiev",1,1,100
"Silencer","Clockwerk","Ninjas in Pyjamas","Kiev",1,0,0
"Silencer","Clockwerk","OG Dota2","Kiev",1,0,0
"Silencer","Clockwerk","WarriorsGaming.Unity","Kiev",1,1,100
"Silencer","Crystal Maiden","Alliance","Kiev",1,1,100
"Silencer","Crystal Maiden","Team Random","Kiev",1,0,0
"Silencer","Dark Seer","Clutch Gamers","Kiev",1,0,0
"Silencer","Dark Seer","Double Dimension","Kiev",1,0,0
"Silencer","Dark Seer","Team Secret","Kiev",1,1,100
"Silencer","Dazzle","TNC Pro Team","Kiev",1,1,100
"Silencer","Death Prophet","Infamous、","Boston",1,1,100
"Silencer","Drow Ranger","Newbee","Boston",1,1,100
"Silencer","Earth Spirit","Double Dimension","Kiev",1,0,0
"Silencer","Earth Spirit","FireDota","Kiev",1,0,0
"Silencer","Earth Spirit","LGD-GAMING","Kiev",1,1,100
"Silencer","Earth Spirit","Natus Vincere","Boston",1,0,0
"Silencer","Earth Spirit","Newbee","Kiev",1,0,0
"Silencer","Earth Spirit","SG e-sports","Kiev",1,0,0
"Silencer","Earth Spirit","Team VGJ","Kiev",1,0,0
"Silencer","Elder Titan","Alliance","Kiev",1,1,100
"Silencer","Ember Spirit","","Kiev",1,0,0
"Silencer","Ember Spirit","Newbee","Kiev",1,0,0
"Silencer","Ember Spirit","SG e-sports","Kiev",1,0,0
"Silencer","Ember Spirit","Team Freedom Dota 2","Kiev",2,0,0
"Silencer","Enigma","Vici Gaming","Boston",1,1,100
"Silencer","Gyrocopter","","Kiev",1,0,0
"Silencer","Invoker","OG Dota2","Kiev",1,0,0
"Silencer","Io","Double Dimension","Kiev",1,0,0
"Silencer","Juggernaut","Alliance","Kiev",2,2,100
"Silencer","Juggernaut","Clutch Gamers","Kiev",1,0,0
"Silencer","Juggernaut","Effect","Kiev",1,1,100
"Silencer","Juggernaut","Execration","Kiev",1,1,100
"Silencer","Juggernaut","LGD.Forever Young","Boston",1,1,100
"Silencer","Juggernaut","LGD-GAMING","Boston",1,1,100
"Silencer","Juggernaut","Natus Vincere","Boston",1,0,0
"Silencer","Keeper of the Light","Rex Regum QEON","Kiev",1,0,0
"Silencer","Kunkka","EHOME.X","Boston",1,0,0
"Silencer","Legion Commander","Double Dimension","Kiev",1,0,0
"Silencer","Legion Commander","Newbee","Kiev",2,1,50
"Silencer","Legion Commander","SG e-sports","Kiev",1,0,0
"Silencer","Lifestealer","Double Dimension","Kiev",1,0,0
"Silencer","Lifestealer","Infamous、","Boston",1,0,0
"Silencer","Lifestealer","Not Today !","Kiev",1,1,100
"Silencer","Lifestealer","SG e-sports","Kiev",1,0,0
"Silencer","Lifestealer","Team VGJ","Kiev",1,0,0
"Silencer","Lifestealer","WarriorsGaming.Unity","Kiev",1,1,100
"Silencer","Lina","SG e-sports","Kiev",1,0,0
"Silencer","Luna","","Kiev",1,0,0
"Silencer","Magnus","Alliance","Kiev",1,1,100
"Silencer","Magnus","BeanBoys","Kiev",1,0,0
"Silencer","Magnus","Invictus Gaming","Kiev",1,1,100
"Silencer","Magnus","Team Freedom Dota 2","Kiev",1,0,0
"Silencer","Magnus","Virtus.pro","Kiev",1,0,0
"Silencer","Magnus","Wheel Whreck While Whistling","Kiev",1,0,0
"Silencer","Medusa","CDEC Gaming","Kiev",1,0,0
"Silencer","Meepo","Execration","Kiev",1,1,100
"Silencer","Meepo","WarriorsGaming.Unity","Kiev",1,1,100
"Silencer","Mirana","LGD-GAMING","Boston",1,1,100
"Silencer","Monkey King","OG Dota2","Kiev",1,0,0
"Silencer","Monkey King","Virtus.pro","Kiev",1,0,0
"Silencer","Morphling","Newbee","Boston",1,1,100
"Silencer","Morphling","SG e-sports","Kiev",1,0,0
"Silencer","Morphling","TNC Pro Team","Boston",1,0,0
"Silencer","Nyx Assassin","","Kiev",1,0,0
"Silencer","Nyx Assassin","Effect","Kiev",1,0,0
"Silencer","Nyx Assassin","Mineski","Kiev",1,1,100
"Silencer","Nyx Assassin","TNC Pro Team","Kiev",1,1,100
"Silencer","Ogre Magi","Clutch Gamers","Kiev",1,0,0
"Silencer","Ogre Magi","Mineski","Kiev",2,2,100
"Silencer","Ogre Magi","Newbee","Boston",1,1,100
"Silencer","Ogre Magi","Team NP","Boston",1,0,0
"Silencer","Ogre Magi","TNC Pro Team","Boston",1,0,0
"Silencer","Omniknight","","Boston",1,0,0
"Silencer","Omniknight","iG.Vitality","Boston",1,1,100
"Silencer","Omniknight","Wheel Whreck While Whistling","Kiev",1,0,0
"Silencer","Oracle","Wheel Whreck While Whistling","Kiev",1,0,0
"Silencer","Outworld Devourer","","Kiev",1,0,0
"Silencer","Outworld Devourer","EHOME.X","Boston",1,0,0
"Silencer","Outworld Devourer","FireDota","Kiev",1,0,0
"Silencer","Outworld Devourer","Infamous、","Boston",1,0,0
